0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.19222222222222224
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,7.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.06333333333333334
0.0,0.0,0.19
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06444444444444444
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,4.0,0.0
0.0,0.0,0.0
0.0,0.0,0.2577777777777778
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.06444444444444444
0.0,0.0,0.06333333333333334
0.0,0.0,0.12666666666666668
0.0,0.0,0.06333333333333334
0.0,0.0,0.06333333333333334
0.0,1.0,0.0
0.0,3.0,0.06333333333333334
0.0,7.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.06333333333333334
0.0,1.0,0.0
0.0,0.0,0.06333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.06333333333333334
0.0,6.0,0.06333333333333334
0.0,13.0,0.06444444444444444
0.0,0.0,0.06333333333333334
0.0,4.0,0.0
0.0,0.0,0.12777777777777777
0.0,0.0,0.06333333333333334
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.06333333333333334
0.0,0.0,0.06333333333333334
0.0,2.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,2.0,0.0
0.0,1.0,0.06444444444444444
0.0,2.0,0.0
0.0,0.0,0.06444444444444444
0.0,0.0,0.06444444444444444
0.0,0.0,0.0
0.0,5.0,0.0
0.0,1.0,0.12666666666666668
0.0,0.0,0.0
0.0,0.0,0.0
0.0,19.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
